Numero_RCS,Publication,Date,Company_Name,Address,Tags,Employee_List
8230861,RESA_2019_011.33,14-01-2019,Sztuka S.à r.l.," 19, rue de Bitbourg, L-2173 Luxembourg ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'","'Frank Stolz-Page', 'Yann Spiegelhalter né à Strasbourg le 8 août 1977', 'Malgozata Dobak'"
8230876,RESA_2019_011.336,14-01-2019,"EQT Public Value (No. 3) S.C.A., SlCAV-RAIF"," 26A, Boulevard Royal, L-2449 Luxembourg, Grand-Duché de  Luxembourg ",,'Vanessa KRANTZ'
8230877,RESA_2019_011.337,14-01-2019,SKY Harbor Global Loan Opportunities Fund SICAV-SIF,,"'Investment', 'Management', 'Development'",'Rachel BERNARD'
8230878,RESA_2019_011.341,14-01-2019,lnsubria S.à r.l.," 11-13, Boulevard de la Foire  L-1528 Luxembourg ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange'",'Cécile Gadisseur'
B230879,RESA_2019_011.342,14-01-2019,Global Racing LX2 S.à r.].,"2, avenue Charles de Gaulle, L-1653 Luxembourg  Grand-Duché de Luxembourg ","'Acquisition', 'Holding', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Development'","'Davy BEAUCE', 'Nicolas PONCELET', 'Christophe GAMMAL', 'Xavier DE CILLIA', 'Charles BARTER', 'Edward WOODS', 'Paul GUNNER'"
8230880,RESA_2019_011.343,14-01-2019,F55 Beacon Walsall S.à r.l.," 33, avenue Monterey, L-2163 Luxembourg, Grand-Duché de Luxembourg  ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANI'
B230881,RESA_2019_011.344,14-01-2019,SERVICE IMPEC Sàrl,,"'Foreign', 'Purchase', 'Subscription'","'Patricia DA MOTA', 'Odete SOUSA DA CUNHA BARBOSA', 'Catia T EIXEIRA PINTO', 'Patricia DA MOT A', 'Odete SOUSA DA CUNHA'"
8230862,RESA_2019_011.35,14-01-2019,ADRELUX," L-2530 Luxembourg 10A, rue Henri M. Schnadt  ",'Acquisition',"'Guillaume DURANT', 'Laure JACQUET', 'Emeline COCHET', 'Marie GALBRUN'"
8230882,RESA_2019_011.351,14-01-2019,Horizon Equity Partners Fund I SCSp, 15 Boulevard F.W.Raiffeisen 2411 Luxembourg Grand-Duché de Luxembourg ,,
8230863,RESA_2019_011.38,14-01-2019,Domek S.à r.l.," 19, rue de Bitbourg, L-2173 Luxembourg ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'","'Frank Stolz-Page', 'Yann Spiegelhalter né à Strasbourg le 8 August 1977', 'Malgozata Dobak'"
8230883,RESA_2019_011.402,14-01-2019,Steenbok Lux Finco 1 S.à r.l," 56, rue Charles Martel,L-2134 Luxembourg. ","'Acquisition', 'Holding', 'Foreign', 'Administration', 'Development', 'Management'",'Francoise Kindt'
8230884,RESA_2019_011.412,14-01-2019,Alcancia,,"'Commercial', 'Administration', 'Management', 'Development'",'Frédéric Goosse'
B230864,RESA_2019_011.42,14-01-2019,Orbit Holdco S.à r.l.,"1, rue Hildegard von Bingen, L-1282, Luxembourg ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Françoise Kindt'
B230885,RESA_2019_011.421,14-01-2019,Harrie Grafton S.à r.l.," L-2449 Luxembourg 28, Boulevard Royal  ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Development'","'Liridon ELSHANI', 'Samuel Kreber', 'Juan Ramon Manzanaro', 'Stéphane Bourg'"
8230886,RESA_2019_011.430,14-01-2019,Three ferns SA,"1, rue Hildegard von Bingen  L-1282 Luxembourg, Grand-Duché de Luxembourg ","'Acquisition', 'Administration', 'Management', 'Debt'",'Léon Lhoist'
8230887,RESA_2019_011.463,14-01-2019,«DUISCO S.A.»,"15, rue Astrid, L-1143 Luxembourg ",,"'Salah A.H. ALQAHTANI', 'Thomas LIEBEN', 'Johanna SCHADECK'"
8230865,RESA_2019_011.47,14-01-2019,ELEC-SYSTEM SARL-S,"14, Rue de l'Alzette L-4010 ESCH SUR ALZETTE  L'an deux mille dix-huit, le 31 octobre  Par acte sous-seing privé, ont comparu :","'Commercial', 'Development'","'THIERY Patrick', 'HAUDEN épouse THIERY Sylvie'"
B230888,RESA_2019_011.471,14-01-2019,“MON TCLAIR SA.”," 33, Allée Scheffer, Grand-Rue L-2520 Luxembourg (Grand-Duché de Luxembourg) ",,"'Christian DOSTERT', 'Denis BOUR', 'Fabrice SCHOTT'"
8230889,RESA_2019_011.484,14-01-2019,WERTZ LUXEMBOURG SARL,,,"'Steve LANDRAIN', 'Mélissa FERRY'"
B230890,RESA_2019_011.514,14-01-2019,Permira Sigma V Co-Investment 2 SCSp,,"'Investment', 'Subscription'",
B230891,RESA_2019_011.516,14-01-2019,Eyvaifos,,"'Development', 'Commercial'",'PEREIRA née BENZAIT Kehdija'
8230892,RESA_2019_011.519,14-01-2019,Bull & Bear Investments S.A.-SPF,"L-2227 Luxembourg, 11, Avenue de la Porte Neuve ","'Acquisition', 'Holding', 'Management', 'Finance', 'Commercial'","'Brendan D. KLAPP', 'Frank WALENTA', 'Jean-Marc DEBATY', 'Margarita TORRES', 'Angelina SCARCELLI'"
8230893,RESA_2019_011.521,14-01-2019,PROJECT Luxembourg Investment S.A.," 1c, rue Gabriel Lippmann  L-5365 Munsbach, Grand-Duché de Luxembourg ","'Acquisition', 'Holding'","'Matthias Hofmann', 'Ottmar Heinen', 'Christoph Kraiker', 'J endrik Fuhrmann'"
8230894,RESA_2019_011.525,14-01-2019,COEPTUM Investment SA,,,
B230895,RESA_2019_011.533,14-01-2019,"P.T.F.C. S.A.R.L.-S,"," L-8069 Bertrange, 29, rue de l'industrie  Entre les soussignés : ",'Commercial',"'Luis Manuel BATISTA DE JESUS', 'Priscila Thatiane FREITAS DA COSTA'"
B230896,RESA_2019_011.538,14-01-2019,UNIK Richard,"L-1510 Luxembourg, 76, avenue de la Faïencerie ",,"'Christoph Tunkl', 'Sylvie Proïa'"
8230897,RESA_2019_011.550,14-01-2019,Project Grafton Two S.à r.l.," L-2449 Luxembourg 28, Boulevard Royal  ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Development'","'Liridon ELSHANI', 'Samuel Kreber', 'Juan Ramon Manzanaro', 'Stéphane Bourg'"
8230898,RESA_2019_011.556,14-01-2019,Peninsula Holding SARL," 46, boulevard Grande-Duchesse Charlotte, L-1330 Luxembourg ",'Commercial','Sofia AFONSO-DA CHAO CONDE'
B230851,RESA_2019_011.6,14-01-2019,SUSTAINABLE ENERGY MANAGEMENT SCSp,,'Management',
B230900,RESA_2019_011.680,14-01-2019,Permira Sigma V Co-Investment SCSp,,"'Investment', 'Subscription'",
E6797,RESA_2019_011.710,14-01-2019,SCI Jüllig & Partner lmmobilienverwaltung,,,
F12117,RESA_2019_011.712,14-01-2019,"LUX24, Association sans but lucratif",,,
B230901,RESA_2019_011.713,14-01-2019,HERMESS S.à r.l.-S,,"'Development', 'Commercial'","'Emilien MESSAGE', 'Emilien MESSAGÉ'"
F12118,RESA_2019_011.737,14-01-2019,Association de Psychologie Positive Luxembourg,,,
B230902,RESA_2019_011.743,14-01-2019,AGILAD S.A R.L.-S; Société à responsabilité limitée simpliﬁée,,"'Commercial', 'Development'","'Minh-Triet LE', 'Xuan Tuong LE', 'Minh Triet LE', 'Fanny DANTO'"
B230903,RESA_2019_011.745,14-01-2019,WEST TRADING S.à r.l. — S," L-3384 Noertzange, 11, op der Lohrwies ","'Development', 'Foreign'","'Gregory TEIXEIRA', 'Gregory TEIXEHQA', 'Gregory TEIXEŒA'"
B230904,RESA_2019_011.776,14-01-2019,Project Grafton One S.à r.l., L-2449 Luxembourg 28 Boulevard Royal  ,"'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Development'","'Liridon ELSHANI', 'Samuel Kreber', 'Juan Ramon Manzanaro', 'Stéphane Bourg'"
B230905,RESA_2019_011.785,14-01-2019,« Aastria S.à r.l-S »,"29 Boulevard Grande-Duchesse Charlotte, L-1331 Luxembourg ","'Foreign', 'Management', 'Development', 'Commercial'",'Samuel MACHADO'
F12119,RESA_2019_011.802,14-01-2019,"ACUT, Associaçâo dos Cabo-verdianos UNIDOS PARA TODOS, Association sans",,,
B230907,RESA_2019_011.861,14-01-2019,MCC INTERNATIONAL SARL-S | Société à responsabilité limitée simplifiée1," 5, rue Antoine Godart L-1633 Luxembourg    ","'Commercial', 'Purchase', 'Development'",'Yanis KERROUMI'
B230908,RESA_2019_011.862,14-01-2019,PRODEV 1 SA," L-2370 Howald 1, rue Peternelchen  ","'Acquisition', 'Management', 'Administration', 'Exchange'",
B230909,RESA_2019_011.880,14-01-2019,Harrie Grafton One S.à r.l.," L-2449 Luxembourg 28, Boulevard Royal  ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Development'","'Liridon ELSHANI', 'Samuel Kreber', 'Juan Ramon Manzanaro', 'Stéphane Bourg'"
B230912,RESA_2019_011.954,14-01-2019,Car Parts Trade S.à r.l.,,"'Development', 'Commercial'",'Stéphane OCHRYMOWICZ'
B230913,RESA_2019_012.117,15-01-2019,Orbit Finco S.à r.l.," 1, rue Hildegard von Bingen, L-1282, Luxembourg ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Françoise Kindt'
8230914,RESA_2019_012.119,15-01-2019,"AirK2, S.à r.l.-S; Société à responsabilité limitée simpliﬁée",,"'Commercial', 'Development'",'CHOULANT Noham'
8230915,RESA_2019_012.152,15-01-2019,Industrial Technology Group S.à r.l.," 23, avenue Monterey L-2163 Luxembourg ",,"'Abdelkader DERROUICHE', 'Kamel ALIAT', 'Alexander BROWNING', 'Kamel Aliat', 'Alexander Browning', 'Helena RAMOS', 'Emilie LAMY', 'Natalie RAMSDEN'"
8230916,RESA_2019_012.203,15-01-2019,Bain Capital Credit Luxembourg S.à r.l.,"4, rue Lou Hemmer, L-l748 Findel  Grand-Duché de Luxembourg","'Acquisition', 'Holding', 'Foreign', 'Administration', 'Development', 'Management', 'Investment', 'Debt'",'Rachida El Farhane'
F12120,RESA_2019_012.204,15-01-2019,VIDE DRESSING MINETT," L-4429 Belvaux, rue Marie-Curie, 17  R. C. Luxembourg F ------- . ",'Administration','Bonsang Joé'
8230917,RESA_2019_012.205,15-01-2019,Red Bridge Investments SA.,"L-1420 Luxembourg, 5, Avenue Gaston Diderich","'Acquisition', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Finance'","'Andrea Nicu', 'Tom Faber', 'Claude Crauser', 'Tom Engel'"
8230918,RESA_2019_012.207,15-01-2019,UNIK Nikolaus,"L-1510 Luxembourg, 76, avenue de la Fa'I'encerie ",,"'Christoph Tunkl', 'Sylvie Proïa'"
B230919,RESA_2019_012.261,15-01-2019,« EDM-Regional »,"7, route de Thionville L-6791 GREVENMACHER ","'Foreign', 'Management'","'Tania Isabel TOMÉ NOBRE', 'Carmen Mirela LERA'"
8230920,RESA_2019_012.400,15-01-2019,"Th.V&Cie, S.à r.l.-S; Société à responsabilité limitée simpliﬁée1",,'Commercial','Véronique Thiry'
E6798,RESA_2019_012.417,15-01-2019,HILDGEN-WIRION S.C.I.," L-6911 Roodt-sur-Syre, 1A, rue du Bois ","'Management', 'Foreign', 'Commercial'","'Marc HILDGEN', 'Martine Marie Antoinette WIRION'"
8230921,RESA_2019_012.421,15-01-2019,PORTUGAL RESIDENTIAL INVEST SARL," 5 rue des primeurs, L-2361 Strassen    ","'Foreign', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debt'",
B230922,RESA_2019_012.429,15-01-2019,AUTO PNEUS+ Société à responsabilité limitée simpliﬁée,69A rue Principale L-8834 FOLSCHETTE  MODELE D’UN ACTE CONSTITUTIF D’UNE SOCIETE A RESPONSABILITE LIMITEE SIMPLIFIEE DE DROIT LUXEMBOURGEOIS  Le présent modèle d’acte,"'Commercial', 'Development'","'Andy BIEWER', 'Christian MULLER'"
8230923,RESA_2019_012.483,15-01-2019,Elsa’Home S.A R.l.-S,,'Commercial','Martins Simoes Barbeiro Elsa Maria'
F12121,RESA_2019_012.484,15-01-2019,"AMEL, Association de Musulmans Erythréens au Luxembourg,",,'Exchange',
8230924,RESA_2019_012.486,15-01-2019,Pictet Alternative Advisors GP Holding S.à r.l.," 15 A, avenue J. F. Kennedy, L-185 5 Luxembourg Grand-Duché de Luxembourg  ",'Development','Soﬁa Afonso-Da Chao Conde'
8230925,RESA_2019_012.545,15-01-2019,“RESEARCHWIRE EUROPE S.à r.l.”," 29, rue d'Oetrange L-5333 Moutfort (Grand-Duché de Luxembourg) ",'Development',"'Christian DOSTERT', 'Rohit KUMAR'"
8230926,RESA_2019_012.599,15-01-2019,MGM Innova Cap Management Luxembourg S.à r.|.," 42, rue de la vallée  L-2661 Luxembourg ",'Management','Ben Brouscher'
B230927,RESA_2019_012.611,15-01-2019,ALMA DEVELOPMENT S. à r.].,"L-11 16 Luxembourg  6, rue Adolphe ","'Development', 'Commercial'","'Luc AZILINON', 'Alban AZILINON', 'Martine AZILINON', 'Anaïs AZILINON'"
8230928,RESA_2019_012.694,15-01-2019,%," L-3441 Dudelange  77, avenue Grande-Duchesse Charlotte ",,"'Gilles ZAMBON architecte', 'Gilles ZAMBON'"
8230929,RESA_2019_012.708,15-01-2019,ERIDAN C S.A.,"L-2146 Luxembourg 63-65, rue de Merl","'Acquisition', 'Foreign', 'Purchase', 'Subscription', 'Exchange'","'Jean-Marc FABER', 'Christophe MOUTON', 'Philippe VANDERHOVEN', 'Jean-François HARPES', 'Laure JACQUET'"
8230930,RESA_2019_012.725,15-01-2019,JBB Investment S.à r.l.,"  21, avenue Monterey, ","'Acquisition', 'Management', 'Commercial'","'Yves VALERIUS', 'Gerard VALERIUS'"
8230931,RESA_2019_012.741,15-01-2019,COFCAO S.à r.l.," Luxembourg Airport, L-1 100 Findel, ",'Development',"'Dean PEIXOTO', 'Ariane VAN SIMPSEN '"
8230932,RESA_2019_012.747,15-01-2019,“450 Fund GP S.à r.l.”," 121, avenue de la Faïencerie L-151 1 Luxembourg (Grand-Duché de Luxembourg) ",'Commercial','Christian DOSTERT'
8230933,RESA_2019_012.762,15 01 2019,TL SOLUTIONS S.AR.L.," 62, Route de Luxembourg L-4760 PETANGE  ",'Management',
8230934,RESA_2019_012.764,15-01-2019,BLUESHIFT," L-1637 Luxembourg, 24-28, rue Goethe, ",'Development','Shahriar AGAAJANI'
8230935,RESA_2019_012.783,15-01-2019,NIMAS S. à r.l.,"L-1363 Howald, 2,rue du Couvent ","'Acquisition', 'Management', 'Administration', 'Foreign', 'Subscription'",'Nico SAX'
8230936,RESA_2019_012.787,15-01-2019,OC II Lux IV S.à r.l.,"33, Rue Sainte Zithe, L-2763 Luxembourg  NUMERO 4083/18 ","'Acquisition', 'Administration', 'Management', 'Development', 'Investment', 'Subscription'",'Soﬁa AFONSO-DA CHAO CONDE'
8230937,RESA_2019_012.794,15-01-2019,ADELFOS PARTNERS S.A.," L-2146 Luxembourg, 76-78 Rue de Merl, ",,'François HERPOEL'
8230939,RESA_2019_013.138,16-01-2019,SUD slice Of ITALY S.à l'.|.-S,"11, rue des Vergers L-7339 Steinsel ",'Commercial',"'Ciro PREZIUSO', 'Domenico CONTI'"
8230940,RESA_2019_013.189 ' 1 ',16-01-2019,"Psychotherapie an Trauerbegleedung, S.à r.l.-S","  8, rue Fresez, ",'Commercial','Marie Jeanne Schon'
8230941,RESA_2019_013.226,16-01-2019,IKO Management,"L-2370 Howald, 1, rue Peternelchen",'Foreign',"'Eric Roger LUX', 'Eric Lux 15.000', 'Elisabeth MORN', 'Eon-Young Esme LUX-PAK', 'Caroline RAMIER', 'Elisabeth Morn 15.000'"
8230942,RESA_2019_013.227,16-01-2019,EURAZEO CAPITAL IV D SCSP,"25C, boulevard Royal, L-2449 Luxembourg, Grand-Duché de Luxembourg  Extrait du","'Subscription', 'Purchase', 'Exchange', 'Investment', 'Commercial'",
8230943,RESA_2019_013.228,16-01-2019,Comitium GP S.à r.l.," 28-32 Place de la gare, L-1616 Luxembourg ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Christophe Bricage'
8230944,RESA_2019_013.229,16-01-2019,FUNDPROCESS S.à r.l.,"L-6758 Grevenmacher, 8, Rue Victor Prost ",,"'Frédéric DUQUENNE', 'Stéphane ROYER'"
8230945,RESA_2019_013.231,16-01-2019,KKR Associates RE Asia SCSp," 2, rue Edward Steichen, L-2540 Luxembourg  Grand-Duché de Luxembourg ",,
8230946,RESA_2019_013.270,16-01-2019,DP INVEST S.à r.l.,"L- 5280 Sandweiler, Zone Industrielle Rolach ",'Purchase',"'Pierre Descoubes', 'Caroline RAMIER'"
8230947,RESA_2019_013.272,16-01-2019,Cabinet Vétérinaire Dr Samantha STORN,,"'Commercial', 'Development'",'Samantha STORN'
8230948,RESA_2019_013.372,16-01-2019,SEGOSA,,"'Commercial', 'Development'","'Goran KRUSIC', 'Goran Krusic'"
8230949,RESA_2019_013.375,16-01-2019,AN THOLDIM S.à r.l.,"L-2450 Luxembourg, 15, boulevard Roosevelt  NUMERO 3363/2018 ","'Management', 'Development'","'Manuel DIMBLON', 'Manuel DIMBLON ', 'Felix FABER', 'Jean FABER'"
8230950,RESA_2019_013.383,16-01-2019,Immo Lux Invest & Lease S.à r.l.,,,
8230951,RESA_2019_013.385,16-01-2019,ACUSTER MANAGEMENT S.à r.].,"L-1273, Luxembourg, 19, rue de Bitbourg  NUMERO 3376/2018 ","'Investment', 'Management', 'Development'","'Jaime Puig ZACARES', 'Stéphane DE WATAZZI', 'Fermin REZOLA SAENZ DE HEREDIA', 'Ana Maria Gibert CASASAYAS'"
B230952,RESA_2019_013.410,16-01-2019,Petershill IV Offshore SCSp,,"'Purchase', 'Subscription'",
8230953,RESA_2019_013.571,16-01-2019,J eniska Photography S.à r.l.-S.,,'Commercial','Jennifer Samantha RUZICSKA'
8230954,RESA_2019_013.583,16-01-2019,Pygmalion European Opportunistic Hotel Fund II GP S.à r.l.,"42-44, avenue de la Gare, L-1610 Luxembourg,  Grand-Duché de Luxembourg","'Foreign', 'Development'",'Ben Brouscher'
B230955,RESA_2019_013.621,16-01-2019,Meridiam Infrastructure Africa Feeder Fund," 146, Boulevard de la Pétrusse, L-2330 Luxembourg, Grand-Duché de  Luxembourg ","'Subscription', 'Purchase', 'Exchange'",
8230957,RESA_2019_013.671,16-01-2019,ROTAREX CENTO S.A.,"24, rue de Diekirch, L-744O Lintgen ",'Development',"'Bruno LAVALLE', 'Jean-Claude SCHMITZ', 'Philippe SCHMITZ', 'Isabelle SCHMITZ'"
8230958,RESA_2019_013.674,16 01 2019,ES CALE ESSEN T IELLE ET DIS T RIB U T I ON SARL," L-4940 Bascharage, 132, avenue de Luxembourg  ",'Commercial',"'Dj edj iga MAHFOUF', 'Dj edjiga MAHFOUF'"
8230959,RESA_2019_013.678,16-01-2019,ACE Consulting SA.,"L-8437 Steinfort, 23, rue de Koerich  NUMERO 3335/2018",'Development',"'Maxime ANNET', 'Fabienne COURTOIS', 'Carine GRUNDHEBER'"
B230960,RESA_2019_013.723,16-01-2019,Convergence Capital,"L-8210 Mamer  106, route d’Arlon","'Investment', 'Management'",
F12123,RESA_2019_013.741,16-01-2019,"Mll, Music lnclusion Intercultural, Association sans but lucratif",,'Development',
8230961,RESA_2019_013.748,16-01-2019,Laurie London Tower 2018 SARL,"300C, route de Thionville L-5884 Hesperange ","'Acquisition', 'Management', 'Subscription', 'Purchase', 'Exchange'","'Matthieu Groetzinger', 'Emmanuel Réveillaud', 'Céline Umbdenstock'"
8230962,RESA_2019_013.756,16-01-2019,ECO-SKY S.A.,"L-83l9 Olm, 2, rue de l’égalité  NUMERO 3336/2018 ",,"'Guy HUYSMANS', 'Guy HUYSMAN S', 'Carine GRUNDHEBER'"
8230963,RESA_2019_013.773,16-01-2019,Morgan Stanley Infrastructure Ill Investors GP S.à r.l.," 6D, route de Trèves, L-2633 Senningerberg, Grand-Duché de Luxembourg  ",,
8230964,RESA_2019_013.785,16-01-2019,Lexunion S.à r.l.,,"'Acquisition', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Finance', 'Development'",'Soﬁa AFONSO-DA CHAO CONDE'
8230965,RESA_2019_013.787,16-01-2019,Worms Safety Europe," 25a, boulevard Grande Duchesse Charlotte, L-1331 Luxembourg, Grand-Duche' de Luxembourg R.C.S. Luxembourg: en cours ","'Investment', 'Acquisition', 'Subscription', 'Purchase', 'Exchange', 'Debentures'",'Soﬁa AFONSO-DA CHAO CONDE'
8230938,RESA_2019_013.79,16-01-2019,FLAVEO Europe S.à r.|.,"2, Place François-Joseph Dargent  L-1413 Luxembourg",,'Corinne PETIT'
8230966,RESA_2019_013.792,16-01-2019,"FOREVER BRASSERIE, SARL-S,"," 50, rue des Près, 1er Etage, L-7333 STEINSEL  L'an de deux mille dix-huit, |e 09 Novembre 2018 ","'Commercial', 'Development'","'Licinio CARDOSO ARCANJO DA SILVA', 'Maria Clara DE SOUSA MATEUS'"
8230967,RESA_2019_013.809,16-01-2019,GEPS-lmmo S.à r.|.,"L-8399 Windhof, 11, rue de l’Industrie ",'Foreign',"'Laurent Majerus', 'Franck Sertic', 'Romain Poulles', 'Caroline RAMIER'"
B230968,RESA_2019_013.819,16-01-2019,KKR Asia Real Estate Partners SCSp," 2, rue Edward Steichen, L-2540 Luxembourg  Grand-Duché de Luxembourg ",,
8230969,RESA_2019_013.821,16-01-2019,Collé Rental & Sales S.à r.].,"6, rue Dicks, L-1417 Luxembourg  Grand-Duché de Luxembourg ","'Acquisition', 'Holding', 'Management', 'Subscription', 'Purchase', 'Exchange'",
8230970,RESA_2019_013.837,16-01-2019,Permira Credit Solutions IV Sub Master Euro S.à r.l.," 488, route de Longwy, L-l94O Luxembourg, ","'Investment', 'Acquisition', 'Subscription', 'Purchase', 'Exchange', 'Debt', 'Debentures'","'Cédric PEDONI', 'François DALOZE'"
8230971,RESA_2019_013.838,16-01-2019,"Connections — Academic Consulting, Research & Transfer SARL-S"," L-4037 Esch—sur—Alzette, 23, rue Simon Bolivar ",'Development','Reckinger Gilles'
E6799,RESA_2019_013.842,16-01-2019,“VICON SI”," 12, rue de la Sapinière L-815O Bridel (Grand-Duché de Luxembourg) ","'Management', 'Foreign', 'Acquisition', 'Development', 'Commercial'","'Daniel LORENZINI', 'Maxime LORENZINI', 'Marie-Jeanne CHÈVREMONT-LORENZINI', 'Cécile LEYDER-LORENZINI'"
B230972,RESA_2019_013.862,16-01-2019,ACCESS OPPORTUNITIES FUND," L-1118 Luxembourg, 11 rue Aldringen, ","'Investment', 'Management'",
8230975,RESA_2019_014.11,17-01-2019,ERIDAN B S.A.,"L-2146 Luxembourg 63-65, rue de Merl","'Acquisition', 'Foreign', 'Purchase', 'Subscription', 'Exchange'","'Jean-Marc FABER', 'Christophe MOUTON', 'Philippe VANDERHOVEN', 'Jean-François HARPES', 'Laure JACQUET'"
B230976,RESA_2019_014.12,17-01-2019,DIMAN TRAN S S.à r.l.,"L-2450 Luxembourg, 15, boulevard Roosevelt  NUMERO 3364/2018 ","'Purchase', 'Management'","'Manuel DIMBLON ', 'Félix FABER', 'Manuel DIMBLON', 'Felix FABER', 'Jean FABER'"
F12124,RESA_2019_014.13,17-01-2019,Confédération syndicale TALESS,2-4 rue du Nord: 2229 Luxembourg  Objet de l’Acte : Statuts de la,,'RAZOUANE né à TUNIS (TUNISIE)'
B230980,RESA_2019_014.133,17-01-2019,WOHLWOLLEN S.à r.l.,"L-2153 Luxembourg, 2 rue Antoine Meyer ","'Foreign', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debt'",'Pierre-Olivier WURTH'
B230981,RESA_2019_014.136,17-01-2019,C3 SOLUTIONS S.à r.l.,"L-8478 Eischen, 14, rue de Waltzing ",,'Charles CLEVES'
8230977,RESA_2019_014.14,17-01-2019,GL Europe Luxembourg III (EUR) Investments 2 S.à r.l.,"L-2449 Luxembourg  25a, boulevard Royal ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Anne Pelletier'
8230982,RESA_2019_014.146,17-01-2019,GL Europe Luxembourg III (US) Investments 2 S.à r.l.,"L-2449 Luxembourg  25a, boulevard Royal ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Anne Pelletier'
8230983,RESA_2019_014.148,17-01-2019,ERF Dublin S. à r.l.," L-2546 Luxembourg, 10, rue C.M. Spoo  ","'Acquisition', 'Foreign', 'Real Estate'","'Henri DA CRUZ', 'Godfrey ABEL', 'Richard JAMES', 'Clifford LAN GFORD', 'Lorna MACKIE'"
8230984,RESA_2019_014.149,17-01-2019,MP TRADING S.A R.L.," L-9738 Eselborn, 5, cité Schleed    ","'Foreign', 'Purchase', 'Commercial'",'Pol MICHELS'
B230978,RESA_2019_014.15,17-01-2019,ADMP Holding," 4, avenue J ean-Pierre Pescatore,  L-2324 Luxembourg ","'Foreign', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debt'",'Régis Galiotto'
B230985,RESA_2019_014.160,17-01-2019,M7 EREIP V Lux Master Sub 4 S.à r.l.," 36, rangwee, 1-2412 luxembourg, ","'Acquisition', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Development'","'Stéphane Gatto', 'Choui Min Kon Kam King'"
B230986,RESA_2019_014.170,17-01-2019,ARBORIGENIE SARL," L-9640 Boulaide, 2, rue des Prés    ",'Foreign','Laurent SADELER'
F12110,RESA_2019_014.2,10-01-2019,East Meets West Association sans but lucratif.,,,
8230987,RESA_2019_014.270,17-01-2019,GxG consulting S.à r.l.-S,,"'Development', 'Commercial'",'Gilles GALICHET'
8230988,RESA_2019_014.278,17-01-2019,Medicxi (MV1) S.à r.l.," 6, rue Eugène Ruppert, L-2453 Luxembourg, Grand Duché de Luxembourg  R.C.S. Luxembourg: en cours ","'Investment', 'Acquisition', 'Subscription', 'Purchase', 'Exchange', 'Debentures'","'Elodie Briquet', 'Soﬁa AFONSO-DA CHAO CONDE'"
B230989,RESA_2019_014.279,17-01-2019,lmmoptah SA.," 2, rue Albert 1er  L-1117 Luxembourg ",,"'Grégory Gezgin', 'Sébastien Pierre André Remy', 'Florian Kirsch', 'Nadja Sabine Burg'"
B230990,RESA_2019_014.281,17-01-2019,Anthogyr Center," 8, Um Mierscherbierg, L-7526 Mersch. ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription'","'Patrick Raﬁn', 'Remi Cabot né à Nice'"
B230991,RESA_2019_014.282,17-01-2019,H&M Capital S.à r.l. - SPF,"L-2449 Luxembourg  26, boulevard Royal ","'Acquisition', 'Holding', 'Management', 'Finance', 'Commercial'","'Marc Berna', 'Marc Bema', 'Moamena Abdelwahab Kamel'"
